intstarttime,vcimsi,intenbid,intscrsrp,intpci,intnc1rsrp,intnc2rsrp,intnc3rsrp,intnc4rsrp,intnc5rsrp,intnc6rsrp,intnc7rsrp,intnc8rsrp,intmr_ta,intmr_uetranspowermargin,flong,flat
1584676925000 ,511291624,169858,48,\N,43,25,54,49,\N,\N,\N,\N,6,46,113.378387,23.119794
1584676925000 ,142957132,169858,51,\N,36,53,47,34,46,\N,\N,\N,4,45,113.370727,23.122304
1584676925000 ,163671433,169858,61,\N,58,67,55,27,61,\N,\N,\N,3,50,113.371482,23.122142
1584676925000 ,440695027,169858,56,\N,34,60,52,\N,\N,\N,\N,\N,4,47,113.371093,23.122121
1584676925000 ,153737820,169858,58,\N,59,59,54,29,68,62,\N,\N,2,47,113.372665,23.121746
1584676925000 ,309005702,169858,70,\N,80,70,74,53,\N,\N,\N,\N,1,63,113.37313,23.121585
1584676854000 ,158262304,169858,40,\N,43,39,36,34,59,52,46,43,5,38,113.370582,23.122423
1584676854000 ,348605910,169858,54,\N,33,54,58,47,33,28,56,50,3,50,113.376586,23.120458
1584676854000 ,518141058,169858,33,\N,\N,\N,\N,\N,\N,\N,\N,\N,1,34,113.376327,23.120384
1584676859000 ,143156643,169858,60,\N,63,29,36,36,20,\N,\N,\N,2,55,113.37532,23.120792
1584676925000 ,467684208,169858,57,\N,42,29,42,48,49,\N,\N,\N,1,52,113.375839,23.120813
1584676930000 ,350060384,169858,58,\N,41,34,38,36,60,43,51,46,3,49,113.376289,23.120801
1584677074000 ,159463402,169858,49,\N,45,45,41,29,43,16,15,10,2,44,113.322303,23.117595
1584677074000 ,159918871,169858,54,\N,42,45,51,46,46,25,19,34,6,40,113.370262,23.121908
1584677074000 ,318676013,169858,45,\N,33,31,24,29,23,15,45,42,6,45,113.370384,23.121253
1584677074000 ,514820985,169858,62,\N,46,39,39,31,20,60,52,44,4,48,113.371246,23.122026
1584677161000 ,277935629,169858,41,\N,33,51,45,27,50,49,\N,\N,6,42,113.37751,23.120544
1584677161000 ,142957132,169858,56,\N,57,27,52,45,\N,\N,\N,\N,4,48,113.370727,23.122304
1584677161000 ,144019329,169858,52,\N,22,44,50,\N,\N,\N,\N,\N,2,45,113.372322,23.122636
1584677161000 ,163671433,169858,60,\N,65,70,57,37,62,\N,\N,\N,3,47,113.371482,23.122154
1584677161000 ,259198703,169858,60,\N,30,13,59,64,57,\N,\N,\N,3,52,113.370857,23.122219
1584677161000 ,440695027,169858,52,\N,50,23,47,\N,\N,\N,\N,\N,4,47,113.371093,23.122121
1584677161000 ,153737820,169858,55,\N,58,68,60,39,69,\N,\N,\N,2,44,113.372665,23.121746
1584677345000 ,346286555,169858,65,\N,32,63,56,37,24,11,29,27,1,58,113.374504,23.120973
1584677345000 ,85074914,169858,58,\N,36,12,57,17,\N,\N,\N,\N,1,36,113.373413,23.121671
1584677442000 ,257657889,169858,59,\N,\N,\N,\N,\N,\N,\N,\N,\N,1,52,113.374938,23.121145
1584677442000 ,535775732,169858,61,\N,49,62,53,32,37,\N,\N,\N,0,57,113.374206,23.120996
1584677442000 ,93329978,169858,47,\N,17,17,37,29,14,41,37,35,6,37,113.369445,23.122133
1584677442000 ,99979911,169858,59,\N,46,67,40,33,31,30,\N,\N,4,51,113.370834,23.122346
1584677442000 ,155136010,169858,48,\N,49,16,46,45,43,46,29,\N,2,43,113.322303,23.117595
1584677442000 ,155561340,169858,59,\N,35,35,67,72,38,29,\N,\N,4,59,113.371589,23.121627
1584677442000 ,273125612,169858,55,\N,33,54,26,26,\N,\N,\N,\N,6,45,113.370277,23.122068
1584677442000 ,350550969,169858,70,\N,45,44,82,42,36,32,92,\N,2,59,113.37294,23.121402
1584677545000 ,264409354,169858,62,\N,32,30,30,62,58,54,32,28,1,55,113.375106,23.121006
1584677545000 ,303128287,169858,57,\N,49,36,51,50,32,32,32,35,1,56,113.374267,23.120996
1584677545000 ,307653463,169858,65,\N,74,66,36,34,29,65,33,30,2,56,113.375106,23.121091
1584677545000 ,311079930,169858,61,\N,39,63,55,43,39,36,35,31,2,53,113.375282,23.120996
1584677545000 ,336631944,169858,49,\N,44,30,30,28,27,25,55,49,0,47,113.374313,23.121049
1584677545000 ,337165361,169858,60,\N,33,28,28,59,49,64,55,34,1,54,113.37442,23.121028
1584677545000 ,457412979,169858,50,\N,45,43,32,31,27,56,36,36,3,42,113.375839,23.12107
1584677545000 ,151018123,169858,57,\N,39,38,30,27,27,47,42,\N,5,48,113.370429,23.12136
1584677545000 ,352090881,169858,56,\N,31,34,59,45,53,\N,\N,\N,4,46,113.370834,23.122251
1584677545000 ,315874255,169858,62,\N,47,73,34,74,60,\N,\N,\N,2,63,113.375495,23.121049
1584677545000 ,163671433,169858,62,\N,63,65,61,36,60,\N,\N,\N,4,50,113.371543,23.122198
1584677545000 ,343692724,169858,53,\N,68,57,45,51,47,31,25,\N,4,52,113.370582,23.122337
1584677545000 ,440695027,169858,49,\N,60,48,25,\N,\N,\N,\N,\N,4,40,113.371093,23.122121
1584677545000 ,90262205,169858,57,\N,32,54,55,35,54,\N,\N,\N,3,48,113.371612,23.122079
1584677545000 ,152601522,169858,65,\N,66,65,42,35,63,\N,\N,\N,1,62,113.373497,23.121135
1584677550000 ,306401633,169858,53,\N,\N,\N,\N,\N,\N,\N,\N,\N,5,40,113.369422,23.122293
1584677550000 ,352090881,169858,57,\N,31,31,58,49,53,46,\N,\N,4,47,113.370834,23.122251
1584677550000 ,508811919,169858,51,\N,31,33,52,30,22,22,\N,\N,2,43,113.372253,23.121372
1584677550000 ,315874255,169858,77,\N,66,34,69,71,\N,\N,\N,\N,2,63,113.375175,23.121124
1584677550000 ,163671433,169858,63,\N,64,66,61,54,38,60,\N,\N,4,51,113.371505,23.122186
1584677550000 ,90262205,169858,53,\N,\N,\N,\N,\N,\N,\N,\N,\N,3,46,113.371543,23.122068
1584677550000 ,152601522,169858,63,\N,75,67,41,37,34,66,\N,\N,1,63,113.373474,23.121156
1584677611000 ,160187418,169858,49,\N,47,68,59,34,19,53,63,\N,6,48,113.378753,23.119718
1584677611000 ,306401633,169858,49,\N,50,48,46,56,53,13,67,28,1,46,113.37622,23.120534
1584677611000 ,95815132,169858,77,\N,75,65,77,67,38,38,73,\N,1,63,113.373519,23.121543
1584677611000 ,163671433,169858,63,\N,63,65,60,52,35,59,\N,\N,3,51,113.371505,23.122186
1584677611000 ,315874255,169858,52,\N,28,61,52,39,52,\N,\N,\N,3,53,113.371292,23.122068
1584677611000 ,440695027,169858,50,\N,50,51,30,25,\N,\N,\N,\N,4,45,113.371093,23.122121
1584677611000 ,264409354,169858,59,\N,51,30,78,56,66,\N,\N,\N,2,54,113.37281,23.121671
1584677253000 ,534177839,169858,56,\N,38,66,61,35,\N,\N,\N,\N,4,53,113.376266,23.120845
1584677253000 ,99344676,169858,59,\N,56,29,58,33,31,30,62,\N,2,46,113.372856,23.121284
1584677253000 ,136379003,169858,73,\N,33,31,68,40,70,67,47,\N,1,57,113.373352,23.121446
1584677253000 ,165645306,169858,61,\N,28,37,32,29,64,48,43,43,5,50,113.370216,23.122411
1584677253000 ,267375851,169858,61,\N,61,29,25,24,52,63,58,\N,2,51,113.372192,23.121778
1584677254000 ,275359384,169858,45,\N,\N,\N,\N,\N,\N,\N,\N,\N,6,30,113.369422,23.122261
1584677253000 ,302582253,169858,65,\N,47,46,30,28,24,24,32,28,0,61,113.372917,23.121639
1584677281000 ,163671433,169858,63,\N,63,69,60,55,30,30,28,26,\N,\N,113.371459,23.122186
1584677321000 ,165059813,169858,71,\N,37,30,41,35,68,\N,\N,\N,\N,\N,113.373519,23.121253
1584677321000 ,514035907,169858,54,\N,32,28,33,50,38,36,\N,\N,\N,\N,113.370796,23.122819
1584677325000 ,346286555,169858,55,\N,44,30,57,54,50,39,25,16,1,54,113.374397,23.120973
1584677550000 ,264409354,169858,59,\N,35,33,63,51,47,33,\N,\N,1,53,113.375129,23.120964
1584677550000 ,303128287,169858,57,\N,49,44,50,50,32,31,26,35,1,56,113.374267,23.121006
1584677550000 ,307653463,169858,65,\N,74,60,66,36,33,64,32,30,2,57,113.375083,23.121103
1584677550000 ,311079930,169858,63,\N,40,59,54,45,37,36,32,30,2,53,113.375129,23.121017
1584677550000 ,336631944,169858,47,\N,41,32,29,28,26,55,50,49,0,46,113.374313,23.121049
1584677550000 ,337165361,169858,61,\N,32,32,59,50,64,55,35,32,1,53,113.37442,23.121028
1584677550000 ,457412979,169858,49,\N,38,34,48,52,32,30,26,\N,3,38,113.375877,23.121402
1584677550000 ,151018123,169858,67,\N,29,49,27,25,61,\N,\N,\N,5,57,113.370689,23.121639
1584677627000 ,141290169,169858,38,\N,33,33,31,31,33,33,33,32,5,35,113.371246,23.123044
1584677627000 ,160187418,169858,49,\N,47,64,59,37,27,20,52,62,6,50,113.378845,23.119665
1584677627000 ,306401633,169858,41,\N,35,51,48,48,51,45,13,63,3,47,113.377403,23.120223
1584677611000 ,311079930,169858,55,\N,45,41,40,61,61,50,51,55,3,48,113.371826,23.121778
1584677611000 ,461847167,169858,53,\N,53,39,37,30,58,\N,\N,\N,4,41,0.002424,0.000246
1584677611000 ,89113033,169858,61,\N,55,64,33,26,\N,\N,\N,\N,1,59,113.374504,23.120985
1584677611000 ,151018123,169858,61,\N,41,59,59,\N,\N,\N,\N,\N,1,58,113.374572,23.120857
1584677617000 ,276315452,169858,60,\N,32,27,58,34,34,54,\N,\N,1,49,113.376419,23.120706
1584677361000 ,314974503,169858,64,\N,43,39,36,30,29,59,72,\N,1,63,113.374679,23.120952
1584677361000 ,135126668,169858,52,\N,54,24,45,36,53,\N,\N,\N,4,44,113.37088,23.122219
1584677361000 ,163671433,169858,64,\N,63,66,62,36,32,29,61,\N,3,54,113.371482,23.122165
1584677637000 ,141290169,169858,47,\N,34,34,36,30,27,\N,\N,\N,5,41,113.371116,23.122894
1584677637000 ,151427933,169858,48,\N,42,55,\N,\N,\N,\N,\N,\N,3,38,113.37236,23.121467
1584677637000 ,271603736,169858,68,\N,30,24,33,31,64,\N,\N,\N,0,57,113.373329,23.121425
1584677637000 ,160187418,169858,51,\N,47,68,60,36,28,20,54,62,6,50,113.378845,23.119665
1584677637000 ,95815132,169858,56,\N,38,64,71,41,54,46,\N,\N,2,60,113.371673,23.121887
1584677637000 ,163671433,169858,63,\N,63,66,62,37,60,\N,\N,\N,4,51,113.371505,23.122198
1584677627000 ,533593475,169858,66,\N,30,58,65,\N,\N,\N,\N,\N,3,54,113.375,23.121059
1584677529000 ,457412979,169858,57,\N,28,28,64,57,39,34,\N,\N,3,46,113.376457,23.120727
1584677529000 ,165152469,169858,41,\N,32,23,22,19,32,25,31,31,5,38,113.366973,23.122745
1584677529000 ,336631944,169858,45,\N,49,58,56,41,35,32,29,29,1,41,113.374252,23.121049
1584677529000 ,352090881,169858,57,\N,32,32,59,45,54,\N,\N,\N,4,46,113.370834,23.122251
1584676919000 ,156465840,209809,43,\N,40,37,37,37,\N,\N,\N,\N,1,60,113.371566,23.126768
1584676916000 ,306316604,209809,33,\N,\N,\N,\N,\N,\N,\N,\N,\N,2,37,113.37178,23.127037
1584676981000 ,317113418,209809,59,\N,52,58,47,59,41,39,34,55,3,63,113.37339,23.124546
1584676981000 ,188380416,209809,45,\N,35,25,56,43,49,44,42,67,4,30,113.372879,23.128023
1584677063000 ,156324446,209809,49,\N,\N,\N,\N,\N,\N,\N,\N,\N,0,57,113.371482,23.12696
1584677063000 ,158869700,209809,62,\N,54,21,14,26,56,53,61,54,0,63,113.371612,23.125717
1584676914000 ,229471872,209809,57,\N,\N,\N,\N,\N,\N,\N,\N,\N,1,63,113.3703,23.12548
1584676914000 ,517150510,209809,51,\N,50,43,42,32,28,26,18,24,2,63,113.37191,23.127153
1584676988000 ,237830787,209809,59,\N,57,54,57,56,51,13,57,29,\N,\N,113.371673,23.126134
1584676987000 ,157211175,209809,44,\N,\N,\N,\N,\N,\N,\N,\N,\N,0,62,113.371757,23.126209
1584677165000 ,247886756,209809,50,\N,46,45,45,41,45,42,42,40,2,59,113.372665,23.127593
1584677165000 ,357725828,209809,59,\N,54,53,52,56,\N,\N,\N,\N,0,63,113.371955,23.125951
1584676986000 ,188380416,209809,45,\N,26,52,44,51,45,25,13,68,4,60,113.372856,23.128023
1584677068000 ,357725828,209809,58,\N,49,11,57,55,45,\N,\N,\N,0,38,113.371978,23.125951
1584677150000 ,509914529,209809,62,\N,62,61,61,54,22,18,62,50,0,63,113.371612,23.12577
1584676986000 ,357725828,209809,58,\N,50,9,57,55,43,\N,\N,\N,0,63,113.371978,23.125951
1584676986000 ,191032880,209809,59,\N,55,48,48,36,63,62,61,12,0,63,113.372192,23.126007
1584676986000 ,317113418,209809,59,\N,52,59,45,59,39,38,33,55,3,63,113.37339,23.124546
1584676986000 ,158869700,209809,62,\N,55,55,52,25,25,63,58,65,0,63,113.371437,23.125694
1584677063000 ,245462141,209809,54,\N,47,44,15,11,61,57,57,64,3,63,113.372489,23.127454
1584677165000 ,237376530,209809,51,\N,51,48,56,52,50,70,70,63,0,59,113.371719,23.12622
1584677344000 ,519140519,209809,48,\N,34,32,45,42,41,39,36,35,1,60,113.37062,23.124675
1584677544000 ,248930581,209809,41,\N,32,30,40,40,38,46,45,13,2,63,113.372749,23.127464
1584677544000 ,249622707,209809,59,\N,52,52,\N,\N,\N,\N,\N,\N,0,63,113.371719,23.12607
1584677544000 ,511146533,209809,39,\N,37,34,33,37,37,45,44,39,2,42,113.370643,23.124687
1584677544000 ,357725828,209809,60,\N,8,53,50,55,55,\N,\N,\N,0,63,113.371932,23.125963
1584677544000 ,206674920,209809,75,\N,65,64,63,79,73,73,63,27,3,63,113.373367,23.126295
1584677549000 ,357725828,209809,60,\N,4,54,52,55,55,\N,\N,\N,0,63,113.371932,23.125963
1584677549000 ,206674920,209809,82,\N,80,79,69,71,68,32,24,53,2,63,113.373352,23.126434
1584677549000 ,311607163,209809,56,\N,41,36,27,57,50,29,28,28,3,63,113.373329,23.124557
1584677549000 ,317113418,209809,58,\N,52,57,48,59,43,38,34,55,3,63,113.373367,23.124568
1584677549000 ,248930581,209809,41,\N,36,35,41,41,38,58,56,21,2,63,113.372749,23.127464
1584677539000 ,248930581,209809,41,\N,36,33,41,37,34,52,46,13,2,31,113.372749,23.127464
1584677539000 ,249622707,209809,59,\N,52,52,\N,\N,\N,\N,\N,\N,0,63,113.371719,23.126091
1584677539000 ,511146533,209809,43,\N,35,33,47,37,37,45,43,40,2,63,113.370643,23.124687
1584677049000 ,222003754,206101,39,78,\N,\N,\N,\N,\N,\N,\N,\N,4,58,113.378517,23.125694
1584677052000 ,161075075,206101,51,76,43,37,36,38,37,36,30,20,\N,\N,113.376243,23.127807
1584676973000 ,346239260,206101,64,78,55,50,45,45,44,59,52,38,\N,\N,113.376098,23.127058
1584677034000 ,198703499,206101,59,77,37,35,54,50,65,40,58,\N,2,63,113.375991,23.127723
1584677474000 ,225757219,206101,53,77,49,43,41,56,49,60,53,40,1,62,113.377616,23.128183
1584677474000 ,110641973,206101,50,78,44,25,24,34,46,47,40,28,2,52,113.377815,23.12887
1584677474000 ,464936279,206101,61,78,48,46,40,46,54,44,59,48,1,23,113.376976,23.127292
1584677658000 ,108028466,206101,53,76,53,49,45,42,39,55,40,36,1,63,113.376693,23.12741
1584677480000 ,464936279,206101,60,78,39,38,43,35,63,49,47,44,\N,\N,113.377037,23.127239
1584677649000 ,184606327,206101,50,77,36,31,47,44,41,37,50,43,\N,\N,113.375579,23.128011
1584677649000 ,460800463,206101,45,77,38,37,64,43,40,40,43,42,\N,\N,113.376113,23.127658
1584677653000 ,348049331,206101,47,78,56,50,63,61,78,45,49,\N,2,58,113.378196,23.127658
1584677392000 ,197811709,206101,58,78,53,38,46,45,63,59,44,43,2,55,113.376312,23.127099
1584677389000 ,218785901,206101,38,78,33,33,\N,\N,\N,\N,\N,\N,2,45,113.38002,23.128999
1584677402000 ,227197331,169496,38,120,23,20,20,29,21,20,20,\N,2,38,113.385856,23.125984
1584677463000 ,225356490,169496,38,120,23,20,25,14,14,13,22,20,2,24,113.385856,23.125984
1584677177000 ,136949234,206578,41,494,31,27,25,24,18,\N,\N,\N,1,63,113.374679,23.12577
1584677177000 ,382565788,206578,50,494,38,35,25,60,34,30,29,\N,1,63,113.375259,23.125566
1584677177000 ,470096468,206578,44,494,39,29,25,37,35,29,28,72,1,62,113.374954,23.125459
1584677479000 ,228115241,169496,36,120,26,23,15,28,22,20,14,\N,2,28,113.385856,23.125984
1584677122000 ,382565788,206578,50,494,38,35,30,27,59,34,30,28,\N,\N,113.375129,23.125545
1584677121000 ,463001009,206578,43,12,61,41,18,21,26,\N,\N,\N,\N,\N,113.373931,23.125587
1584677484000 ,228115241,169496,40,120,22,24,16,23,22,22,16,\N,2,25,113.385856,23.125984
1584677499000 ,228115241,169496,40,120,19,19,20,15,28,20,27,26,2,31,113.385856,23.125984
1584677504000 ,228115241,169496,41,120,22,33,20,21,16,25,25,25,2,32,113.385856,23.125984
1584677182000 ,382565788,206578,50,494,38,34,27,60,34,30,30,\N,1,63,113.375259,23.125566
1584677182000 ,470096468,206578,44,494,39,33,29,25,36,36,30,28,1,62,113.374809,23.125492
1584677515000 ,228115241,169496,36,120,22,28,21,18,12,25,19,19,2,28,113.385856,23.125984
1584677571000 ,228115241,169496,41,120,23,21,21,24,13,16,15,27,2,28,113.385856,23.125984
1584677182000 ,153626709,206578,81,348,\N,\N,\N,\N,\N,\N,\N,\N,0,63,113.374397,23.126199
1584677366000 ,46198562,206578,48,494,36,30,30,37,35,31,36,25,1,63,113.374656,23.125534
1584677366000 ,113450315,206578,46,494,34,27,27,14,36,31,17,\N,1,63,113.374786,23.125427
1584677366000 ,116921132,206578,52,494,38,22,29,21,30,28,25,\N,1,63,113.375129,23.125448
1584677632000 ,228115241,169496,43,120,23,16,30,23,22,19,30,26,2,38,113.385856,23.125984
1584677279000 ,460099720,206578,48,12,36,49,24,61,\N,\N,\N,\N,0,62,113.373947,23.125587
1584677280000 ,153626709,206578,73,346,45,\N,\N,\N,\N,\N,\N,\N,1,63,113.374382,23.12593
1584677617000 ,228115241,169496,42,120,27,20,20,31,24,20,30,20,2,38,113.385856,23.125984
1584677459000 ,483742787,206578,77,10,58,65,56,43,83,71,\N,\N,0,63,113.373565,23.125404
1584677459000 ,475552884,206578,36,346,36,46,38,35,63,54,\N,\N,1,49,113.374504,23.125492
1584677648000 ,228115241,169496,40,120,30,19,29,16,29,32,25,28,2,36,113.385856,23.125984
1584677546000 ,472874941,206578,59,10,9,50,9,6,35,81,48,\N,0,63,113.373153,23.125104
1584677469000 ,475552884,206578,36,346,36,47,40,38,62,52,\N,\N,1,63,113.374504,23.125492
1584677628000 ,268832546,206578,45,496,32,54,54,50,\N,\N,\N,\N,0,63,113.374336,23.126703
1584677537000 ,269956915,206578,38,12,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,113.373863,23.125534
1584676815000 ,230830875,706374,63,99,38,24,29,47,\N,\N,\N,\N,0,44,113.374938,23.121864
1584677014000 ,35219412,86323,71,38,35,46,\N,\N,\N,\N,\N,\N,0,63,113.381523,23.120513
1584677018000 ,35219412,86323,72,38,42,46,28,27,42,45,28,27,0,63,113.381523,23.120513
1584677090000 ,37833729,86323,72,38,46,21,37,32,26,42,46,21,0,63,113.381568,23.120513
1584677081000 ,13814574,86323,32,38,\N,\N,\N,\N,\N,\N,\N,\N,2,52,113.380195,23.120395
1584677080000 ,37833729,86323,73,38,46,19,46,19,36,29,23,46,0,63,113.381568,23.120513
1584677085000 ,13814574,86323,31,38,17,14,17,14,17,14,17,14,2,55,113.380195,23.120384
1584677085000 ,37833729,86323,70,38,48,19,36,29,23,40,45,25,0,63,113.381568,23.120513
1584677510000 ,39137689,86323,73,38,23,30,41,29,28,22,30,38,0,63,113.381523,23.120544
1584676912000 ,125989018,684901,47,83,34,27,22,21,20,\N,\N,\N,1,63,113.375152,23.124633
1584676820000 ,242716593,684901,62,82,44,34,34,36,35,33,33,30,2,63,113.372985,23.123731
1584676820000 ,27806710,684901,54,81,52,47,23,43,38,38,17,11,2,63,113.371307,23.126981
1584676989000 ,437829754,684901,64,82,36,32,62,45,43,42,50,47,1,63,113.372406,23.124279
1584676989000 ,243989711,684901,45,81,44,31,29,36,32,32,29,28,4,63,113.371871,23.127208
1584677178000 ,360387455,684901,63,83,60,55,55,54,54,20,13,\N,4,63,113.376205,23.124965
1584677178000 ,362034395,684901,57,83,\N,\N,\N,\N,\N,\N,\N,\N,1,42,113.374679,23.124954
1584677178000 ,406441450,684901,45,81,48,35,28,30,25,44,42,41,4,63,113.371673,23.128141
1584677086000 ,21708939,684901,51,81,58,55,11,10,9,58,55,45,2,46,113.373542,23.12651
1584677168000 ,362034395,684901,59,83,\N,\N,\N,\N,\N,\N,\N,\N,1,63,113.374679,23.124954
1584677168000 ,409919506,684901,55,83,53,55,63,58,56,50,54,18,1,63,113.375816,23.125404
1584677240000 ,512849749,684901,47,81,45,42,45,23,15,17,51,48,3,31,113.371543,23.126123
1584677245000 ,354940036,684901,48,83,24,23,19,37,63,60,26,\N,1,63,113.374488,23.124675
1584677239000 ,354940036,684901,47,83,31,26,41,62,56,28,16,35,1,63,113.374488,23.124675
1584677239000 ,439299023,684901,40,83,16,23,29,\N,\N,\N,\N,\N,2,63,113.374488,23.124267
1584677449000 ,444431395,684901,59,82,56,51,49,40,38,36,39,36,0,63,113.373046,23.124042
1584677447000 ,503791405,684901,56,82,57,22,21,14,30,54,52,44,\N,\N,113.37268,23.122959
1584677434000 ,503791405,684901,65,82,41,35,30,38,37,31,63,53,1,63,113.372467,23.124418
1584677364000 ,28833863,684901,51,81,56,53,48,42,37,11,10,8,\N,\N,113.373497,23.12638
1584677472000 ,417486187,684901,46,83,40,22,20,40,37,25,\N,\N,\N,\N,113.375411,23.12532
1584677245000 ,120525343,684901,37,81,\N,\N,\N,\N,\N,\N,\N,\N,7,63,113.37178,23.129772
1584677659000 ,225036607,684901,51,83,54,34,29,28,24,47,42,39,2,63,113.374336,23.12461
1584677659000 ,439883908,684901,47,83,11,9,26,38,40,\N,\N,\N,2,38,113.375495,23.125007
1584677659000 ,442290961,684901,52,83,37,27,26,37,25,18,16,62,0,63,113.374099,23.124429
1584677659000 ,448630634,684901,37,83,28,25,\N,\N,\N,\N,\N,\N,2,59,113.375343,23.125211
1584677175000 ,428975068,706337,44,91,16,44,40,36,35,35,34,12,1,34,113.371612,23.127904
1584677328000 ,506120866,706337,44,91,38,39,23,\N,\N,\N,\N,\N,2,32,113.371673,23.127691
1584677487000 ,485144306,706337,43,91,37,36,44,35,35,50,42,\N,1,31,113.371589,23.127916
1584677429000 ,470980559,706337,44,91,22,39,34,17,\N,\N,\N,\N,\N,\N,113.37191,23.127668
1584677632000 ,450283421,706337,32,91,18,14,32,31,30,27,21,30,\N,\N,113.37133,23.12828
1584680026000 ,397674458,172063,45,475,42,41,40,\N,\N,\N,\N,\N,2,63,113.378173,23.119365
1584680240000 ,317199440,172063,67,475,55,27,24,53,52,50,28,32,1,63,113.378517,23.122165
1584680255000 ,173818031,172063,35,474,30,26,23,22,16,\N,\N,\N,3,28,113.37635,23.123119
1584680260000 ,217750203,172063,54,476,41,55,37,32,42,59,34,31,3,63,113.380729,23.12194
1584680265000 ,217750203,172063,53,476,63,28,30,66,30,25,22,66,3,63,113.380729,23.12194
1584678782000 ,484303675,688740,66,286,60,\N,\N,\N,\N,\N,\N,\N,0,56,114.082675,22.546005
1584678777000 ,484303675,688740,65,286,44,43,\N,\N,\N,\N,\N,\N,0,53,114.082675,22.546005
1584679089000 ,234138488,704858,54,311,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,114.082953,22.543237
1584679089000 ,234138488,704858,54,311,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,114.082953,22.543237
1584679089000 ,234138488,704858,52,311,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,114.082932,22.543237
1584679642000 ,182777690,179461,63,503,57,\N,\N,\N,\N,\N,\N,\N,16,55,114.079241,22.543988
1584679566000 ,165375528,179461,58,502,58,55,54,\N,\N,\N,\N,\N,16,51,114.07922,22.546058
1584679004000 ,496454051,704858,46,57,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,114.079928,22.543484
1584679004000 ,496454051,704858,48,57,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,114.079949,22.543494
1584679004000 ,496454051,704858,46,57,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,114.079949,22.543484
1584678999000 ,35893257,704858,65,311,\N,\N,\N,\N,\N,\N,\N,\N,16,43,114.080679,22.543344
1584677746000 ,135165615,178395,83,1,74,\N,\N,\N,\N,\N,\N,\N,16,63,114.081559,22.544814
1584679509000 ,482498874,179461,68,502,76,73,\N,\N,\N,\N,\N,\N,16,63,114.079563,22.544932
1584677849000 ,135165615,178395,85,1,\N,\N,\N,\N,\N,\N,\N,\N,16,63,114.081494,22.544857
1584679678000 ,68313170,179461,42,502,38,38,\N,\N,\N,\N,\N,\N,16,36,114.079413,22.545125
1584679674000 ,404306740,179461,67,503,60,\N,\N,\N,\N,\N,\N,\N,16,51,114.079327,22.544492
1584679127000 ,38488669,704858,60,57,62,\N,\N,\N,\N,\N,\N,\N,16,33,114.078769,22.54329
1584679127000 ,38488669,704858,60,57,60,\N,\N,\N,\N,\N,\N,\N,16,33,114.078769,22.54329
1584679176000 ,417661654,688740,69,285,65,\N,\N,\N,\N,\N,\N,\N,16,63,114.082996,22.544996
1584679181000 ,417661654,688740,73,285,68,\N,\N,\N,\N,\N,\N,\N,16,63,114.082996,22.544996
1584679176000 ,417661654,688740,69,285,\N,\N,\N,\N,\N,\N,\N,\N,16,63,114.082996,22.544996
1584677823000 ,135165615,178395,77,1,\N,\N,\N,\N,\N,\N,\N,\N,16,54,114.081366,22.54476
1584677828000 ,135165615,178395,83,1,\N,\N,\N,\N,\N,\N,\N,\N,16,60,114.081366,22.54476
